etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-13,2021-09-13,QQQ,CERN,CERNER CORP,0.001533,297364664.000000,156782104,US1567821046,BBG000BFDLV8,2185284,3991472.000000
2021-09-13,2021-09-13,QQQ,CHKP,Check Point Software Technologies Ltd.,0.001092,211874356.880000,M22465104,IL0010824113,BBG000K82ZT8,2181334,1792204.000000
2021-09-13,2021-09-13,QQQ,CHTR,CHARTER COMMUNICATIONS INC-A,0.010215,1982002476.640000,16119P108,US16119P1084,BBG000VPGNR2,BZ6VT82,2499152.000000
2021-09-13,2021-09-13,QQQ,CMCSA,COMCAST CORP-CLASS A,0.018771,3642225056.460000,20030N101,US20030N1019,BBG000BFT2L4,2044545,60734118.000000
2021-09-13,2021-09-13,QQQ,COST,COSTCO WHOLESALE CORP,0.013887,2694555878.580000,22160K105,US22160K1051,BBG000F6H8W8,2701271,5862063.000000
2021-09-13,2021-09-13,QQQ,CPRT,COPART INC,0.002307,447649561.320000,217204106,US2172041061,BBG000BM9RH1,2208073,3133923.000000
2021-09-13,2021-09-13,QQQ,CRWD,Crowdstrike Holdings Inc. Class A,0.003454,670171784.800000,22788C105,US22788C1053,BBG00BLYKS03,BJJP138,2638160.000000
2021-09-13,2021-09-13,QQQ,CSCO,CISCO SYSTEMS INC,0.016715,3243397756.200000,17275R102,US17275R1023,BBG000C3J3C9,2198163,55824402.000000
2021-09-13,2021-09-13,QQQ,CSX,CSX CORP,0.004793,930065496.300000,126408103,US1264081035,BBG000BGJRC8,2160753,30099207.000000
2021-09-13,2021-09-13,QQQ,CTAS,CINTAS CORP,0.002916,565738124.310000,172908105,US1729081059,BBG000H3YXF8,2197137,1391627.000000
2021-09-13,2021-09-13,QQQ,CTSH,COGNIZANT TECH SOLUTIONS-A,0.002751,533762488.000000,192446102,US1924461023,BBG000BBDV81,2257019,6986420.000000
2021-09-13,2021-09-13,QQQ,DLTR,DOLLAR TREE INC,0.001413,274264828.260000,256746108,US2567461080,BBG000BSC0K9,2272476,3072651.000000
2021-09-13,2021-09-13,QQQ,DOCU,DocuSign Inc.,0.003602,699003914.760000,256163106,US2561631068,BBG000N7KJX8,BFYT7B7,2577258.000000
2021-09-13,2021-09-13,QQQ,DXCM,DEXCOM INC,0.003568,692291910.860000,252131107,US2521311074,BBG000QTF8K1,B0796X4,1281002.000000
2021-09-13,2021-09-13,QQQ,EA,ELECTRONIC ARTS INC,0.002827,548507922.400000,285512109,US2855121099,BBG000BP0KQ8,2310194,3791180.000000
2021-09-13,2021-09-13,QQQ,EBAY,EBAY INC,0.003380,655810487.670000,278642103,US2786421030,BBG000C43RR5,2293819,9024501.000000
2021-09-13,2021-09-13,QQQ,EXC,EXELON CORP,0.003373,654467802.240000,30161N101,US30161N1019,BBG000J6XT05,2670519,12944379.000000
2021-09-13,2021-09-13,QQQ,FAST,FASTENAL CO,0.002093,406210590.200000,311900104,US3119001044,BBG000BJ8YN7,2332262,7609790.000000
2021-09-13,2021-09-13,QQQ,FB,Facebook Inc.,0.040472,7853171784.040000,30303M102,US30303M1027,BBG000MM2P62,B7TL820,20857804.000000
2021-09-13,2021-09-13,QQQ,FISV,FISERV INC,0.005010,972188431.920000,337738108,US3377381088,BBG000BJKPG0,2342034,8832456.000000
2021-09-13,2021-09-13,QQQ,FOX,FOX CORP- CLASS B,0.000583,113162126.200000,35137L204,US35137L2043,BBG00JHNKJY8,BJJMGY5,3354940.000000
2021-09-13,2021-09-13,QQQ,FOXA,FOX CORP - CLASS A,0.000811,157384397.240000,35137L105,US35137L1052,BBG00JHNJW99,BJJMGL2,4330886.000000
2021-09-13,2021-09-13,QQQ,GILD,GILEAD SCIENCES INC,0.006031,1170276705.960000,375558103,US3755581036,BBG000CKGBP2,2369174,16613809.000000
2021-09-13,2021-09-13,QQQ,GOOG,ALPHABET INC-CL C,0.041653,8082195461.900000,02079K107,US02079K1079,BBG009S3NB30,BYY88Y7,2816783.000000
2021-09-13,2021-09-13,QQQ,GOOGL,ALPHABET INC-CL A,0.038409,7452717578.900000,02079K305,US02079K3059,BBG009S39JX6,BYVY8G0,2618066.000000
2021-09-13,2021-09-13,QQQ,HON,HONEYWELL INTERNATIONAL INC,0.010602,2057251924.000000,438516106,US4385161066,BBG000H556T9,2020459,9200590.000000
2021-09-13,2021-09-13,QQQ,IDXX,IDEXX LABS,0.003814,740059768.800000,45168D104,US45168D1046,BBG000BLRT07,2459202,1129776.000000
2021-09-13,2021-09-13,QQQ,ILMN,ILLUMINA INC,0.004513,875786352.070000,452327109,US4523271090,BBG000DSMS70,2613990,1934029.000000
2021-09-13,2021-09-13,QQQ,INCY,Incyte Corp.,0.001088,211060180.800000,45337C102,US45337C1027,BBG000BNPSQ9,2471950,2913184.000000
2021-09-13,2021-09-13,QQQ,INTC,INTEL CORP,0.015159,2941433301.690000,458140100,US4581401001,BBG000C0G1D1,2463247,53490331.000000
2021-09-13,2021-09-13,QQQ,INTU,INTUIT INC,0.010399,2017751145.680000,461202103,US4612021034,BBG000BH5DV1,2459020,3619804.000000
2021-09-13,2021-09-13,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008309,1612208645.220000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1568571.000000
2021-09-13,2021-09-13,QQQ,JD,JD.COM INC-ADR,0.004411,855804728.750000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10674875.000000
2021-09-13,2021-09-13,QQQ,KDP,KEURIG DR PEPPER INC,0.003401,659966663.450000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18775723.000000
2021-09-13,2021-09-13,QQQ,KHC,KRAFT HEINZ CO/THE,0.003060,593667844.000000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,16202725.000000
2021-09-13,2021-09-13,QQQ,KLAC,KLA Corporation,0.003721,722049000.400000,482480100,US4824801009,BBG000BMTFR4,2480138,2030509.000000
2021-09-13,2021-09-13,QQQ,LRCX,LAM RESEARCH CORP,0.005927,1150095589.240000,512807108,US5128071082,BBG000BNFLM9,2502247,1889212.000000
2021-09-13,2021-09-13,QQQ,LULU,LULULEMON ATHLETICA INC,0.003632,704672960.320000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1657586.000000
2021-09-13,2021-09-13,QQQ,MAR,"Marriott International, Inc Class A",0.003112,603818427.900000,571903202,US5719032022,BBG000BGD7W6,2210614,4313605.000000
2021-09-13,2021-09-13,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.003001,582270898.700000,595017104,US5950171042,BBG000BHCP19,2592174,3623341.000000
2021-09-13,2021-09-13,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005828,1130797342.940000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18607822.000000
2021-09-13,2021-09-13,QQQ,MELI,MERCADOLIBRE INC,0.006305,1223419181.360000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,660376.000000
2021-09-13,2021-09-13,QQQ,MNST,MONSTER BEVERAGE CORP,0.003442,667897027.890000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,7001751.000000
2021-09-13,2021-09-13,QQQ,MRNA,MODERNA INC,0.011505,2232486902.520000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5318991.000000
2021-09-13,2021-09-13,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003489,676994669.760000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10852752.000000
2021-09-13,2021-09-13,QQQ,MSFT,MICROSOFT CORP,0.100349,19471596057.630000,594918104,US5949181045,BBG000BPH459,2588173,65563137.000000
2021-09-13,2021-09-13,QQQ,MTCH,MATCH GROUP INC,0.002989,580033386.320000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3580232.000000
2021-09-13,2021-09-13,QQQ,MU,MICRON TECHNOLOGY INC,0.005692,1104472893.150000,595112103,US5951121038,BBG000C5Z1S3,2588184,14855049.000000
2021-09-13,2021-09-13,QQQ,NFLX,NETFLIX INC,0.017838,3461230761.690000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5873561.000000
2021-09-13,2021-09-13,QQQ,NTES,NETEASE INC-ADR,0.001814,351959447.500000,64110W102,US64110W1027,BBG000BX72V8,2606440,3991375.000000
2021-09-13,2021-09-13,QQQ,NVDA,NVIDIA CORP,0.037686,7312557067.920000,67066G104,US67066G1040,BBG000BBJQV0,2379504,33010821.000000
2021-09-13,2021-09-13,QQQ,NXPI,NXP Semiconductors NV,0.004032,782449016.115000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3652762.000000
2021-09-13,2021-09-13,QQQ,OKTA,Okta Inc.,0.002130,413386369.800000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1656660.000000
2021-09-13,2021-09-13,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002798,542848960.060000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,924187.000000
2021-09-13,2021-09-13,QQQ,PAYX,PAYCHEX INC,0.002693,522473803.500000,704326107,US7043261079,BBG000BQSQ38,2674458,4773630.000000
2021-09-13,2021-09-13,QQQ,PCAR,PACCAR INC,0.002000,388039740.460000,693718108,US6937181088,BBG000BQVTF5,2665861,4598717.000000
2021-09-13,2021-09-13,QQQ,PDD,Pinduoduo Inc. ADR,0.002690,522035025.120000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,5011857.000000
2021-09-13,2021-09-13,QQQ,PEP,PEPSICO INC,0.014692,2850724971.600000,713448108,US7134481081,BBG000DH7JK6,2681511,18302035.000000
2021-09-13,2021-09-13,QQQ,PTON,Peloton Interactive Inc. Class A,0.002046,396970582.050000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3559955.000000
2021-09-13,2021-09-13,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022495,4364806146.890000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15561361.000000
2021-09-13,2021-09-13,QQQ,QCOM,QUALCOMM INC,0.011044,2142885138.290000,747525103,US7475251036,BBG000CGC1X8,2714923,14942369.000000
2021-09-13,2021-09-13,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004571,886872266.560000,75886F107,US75886F1075,BBG000C734W3,2730190,1386778.000000
2021-09-13,2021-09-13,QQQ,ROST,ROSS STORES INC,0.002764,536402819.250000,778296103,US7782961038,BBG000BSBZH7,2746711,4723935.000000
2021-09-13,2021-09-13,QQQ,SBUX,STARBUCKS CORP,0.009587,1860229610.960000,855244109,US8552441094,BBG000CTQBF3,2842255,15608572.000000
2021-09-13,2021-09-13,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001870,362782659.970000,81181C104,US81181C1045,,BLPK4D2,2403967.000000
2021-09-13,2021-09-13,QQQ,SIRI,Sirius XM Holdings Inc.,0.001690,327845010.900000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,54189258.000000
2021-09-13,2021-09-13,QQQ,SNPS,SYNOPSYS INC,0.003454,670186165.110000,871607107,US8716071076,BBG000BSFRF3,2867719,2021129.000000
2021-09-13,2021-09-13,QQQ,SPLK,SPLUNK INC,0.001689,327692575.080000,848637104,US8486371045,BBG001C7TST4,B424494,2171156.000000
2021-09-13,2021-09-13,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.002042,396315998.260000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2186933.000000
2021-09-13,2021-09-13,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001055,204762950.460000,89677Q107,US89677Q1076,,BK1K3N2,6978969.000000
2021-09-13,2021-09-13,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003479,675106134.810000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1792111.000000
2021-09-13,2021-09-13,QQQ,TMUS,T-MOBILE US INC,0.011067,2147506404.780000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16516739.000000
2021-09-13,2021-09-13,QQQ,TSLA,Tesla  Inc.,0.039738,7710693512.000000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10377784.000000
2021-09-13,2021-09-13,QQQ,TXN,TEXAS INSTRUMENTS INC,0.012230,2373083814.960000,882508104,US8825081040,BBG000BVV7G1,2885409,12233652.000000
2021-09-13,2021-09-13,QQQ,VRSK,VERISK ANALYTICS INC,0.002265,439585814.770000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2147149.000000
2021-09-13,2021-09-13,QQQ,VRSN,VERISIGN INC,0.001700,329828588.760000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1491897.000000
2021-09-13,2021-09-13,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003370,653987843.840000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3429047.000000
2021-09-13,2021-09-13,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002902,563129344.140000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11450373.000000
2021-09-13,2021-09-13,QQQ,WDAY,WORKDAY INC-CLASS A,0.003455,670360855.500000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2503682.000000
2021-09-13,2021-09-13,QQQ,XEL,XCEL ENERGY INC,0.002448,474981249.645000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7129442.000000
2021-09-13,2021-09-13,QQQ,XLNX,XILINX INC,0.002602,504842317.540000,983919101,US9839191015,BBG000C0F570,2985677,3256627.000000
2021-09-13,2021-09-13,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004682,908391410.560000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3129794.000000
