etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-08,2021-09-08,QQQ,NFLX,NETFLIX INC,0.018127,3536217509.050000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5834861.000000
2021-09-08,2021-09-08,QQQ,NTES,NETEASE INC-ADR,0.001845,359948056.020000,64110W102,US64110W1027,BBG000BX72V8,2606440,3965059.000000
2021-09-08,2021-09-08,QQQ,NVDA,NVIDIA CORP,0.037552,7325678756.140000,67066G104,US67066G1040,BBG000BBJQV0,2379504,32793226.000000
2021-09-08,2021-09-08,QQQ,NXPI,NXP Semiconductors NV,0.003871,755202962.800000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3628690.000000
2021-09-08,2021-09-08,QQQ,OKTA,Okta Inc.,0.002223,433579283.520000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1645712.000000
2021-09-08,2021-09-08,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002783,542944823.800000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,918067.000000
2021-09-08,2021-09-08,QQQ,PAYX,PAYCHEX INC,0.002725,531547145.140000,704326107,US7043261079,BBG000BQSQ38,2674458,4742146.000000
2021-09-08,2021-09-08,QQQ,PCAR,PACCAR INC,0.001927,375978414.700000,693718108,US6937181088,BBG000BQVTF5,2665861,4568389.000000
2021-09-08,2021-09-08,QQQ,PDD,Pinduoduo Inc. ADR,0.002673,521380878.480000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,4978809.000000
2021-09-08,2021-09-08,QQQ,PEP,PEPSICO INC,0.014606,2849390261.760000,713448108,US7134481081,BBG000DH7JK6,2681511,18181408.000000
2021-09-08,2021-09-08,QQQ,PTON,Peloton Interactive Inc. Class A,0.001767,344808262.500000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3536495.000000
2021-09-08,2021-09-08,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022602,4409298977.270000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15458749.000000
2021-09-08,2021-09-08,QQQ,QCOM,QUALCOMM INC,0.010844,2115543649.240000,747525103,US7475251036,BBG000CGC1X8,2714923,14843837.000000
2021-09-08,2021-09-08,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004726,921920310.540000,75886F107,US75886F1075,BBG000C734W3,2730190,1377666.000000
2021-09-08,2021-09-08,QQQ,ROST,ROSS STORES INC,0.002748,536151371.750000,778296103,US7782961038,BBG000BSBZH7,2746711,4692791.000000
2021-09-08,2021-09-08,QQQ,SBUX,STARBUCKS CORP,0.009382,1830291411.520000,855244109,US8552441094,BBG000CTQBF3,2842255,15505688.000000
2021-09-08,2021-09-08,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001870,364785788.250000,81181C104,US81181C1045,,BLPK4D2,2388123.000000
2021-09-08,2021-09-08,QQQ,SIRI,Sirius XM Holdings Inc.,0.001697,331066713.900000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,53831986.000000
2021-09-08,2021-09-08,QQQ,SNPS,SYNOPSYS INC,0.003464,675805738.590000,871607107,US8716071076,BBG000BSFRF3,2867719,2007801.000000
2021-09-08,2021-09-08,QQQ,SPLK,SPLUNK INC,0.001716,334855775.250000,848637104,US8486371045,BBG001C7TST4,B424494,2156881.000000
2021-09-08,2021-09-08,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.001979,386077996.070000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2172517.000000
2021-09-08,2021-09-08,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001144,223101783.940000,89677Q107,US89677Q1076,,BK1K3N2,6932933.000000
2021-09-08,2021-09-08,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003484,679621508.250000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1780279.000000
2021-09-08,2021-09-08,QQQ,TMUS,T-MOBILE US INC,0.011243,2193239047.210000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16407863.000000
2021-09-08,2021-09-08,QQQ,TSLA,Tesla  Inc.,0.039839,7771929285.120000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10309376.000000
2021-09-08,2021-09-08,QQQ,TXN,TEXAS INSTRUMENTS INC,0.011762,2294487155.200000,882508104,US8825081040,BBG000BVV7G1,2885409,12153004.000000
2021-09-08,2021-09-08,QQQ,VRSK,VERISK ANALYTICS INC,0.002256,440124251.700000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2133005.000000
2021-09-08,2021-09-08,QQQ,VRSN,VERISIGN INC,0.001692,330079280.640000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1482037.000000
2021-09-08,2021-09-08,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003342,651894824.310000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3406463.000000
2021-09-08,2021-09-08,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002979,581143283.370000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11374893.000000
2021-09-08,2021-09-08,QQQ,WDAY,WORKDAY INC-CLASS A,0.003470,677004407.600000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2487158.000000
2021-09-08,2021-09-08,QQQ,XEL,XCEL ENERGY INC,0.002516,490884886.740000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7082454.000000
2021-09-08,2021-09-08,QQQ,XLNX,XILINX INC,0.002542,495979160.090000,983919101,US9839191015,BBG000C0F570,2985677,3235139.000000
2021-09-08,2021-09-08,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004679,912858184.000000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3109190.000000
