etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-07,2021-09-07,QQQ,INTC,INTEL CORP,0.014562,2844993456.850000,458140100,US4581401001,BBG000C0G1D1,2463247,53028769.000000
2021-09-07,2021-09-07,QQQ,INTU,INTUIT INC,0.010295,2011283025.550000,461202103,US4612021034,BBG000BH5DV1,2459020,3588565.000000
2021-09-07,2021-09-07,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008582,1676585160.880000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1555043.000000
2021-09-07,2021-09-07,QQQ,JD,JD.COM INC-ADR,0.004509,880908942.400000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10582760.000000
2021-09-07,2021-09-07,QQQ,KDP,KEURIG DR PEPPER INC,0.003313,647199565.950000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18613735.000000
2021-09-07,2021-09-07,QQQ,KHC,KRAFT HEINZ CO/THE,0.002932,572803227.960000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,16062906.000000
2021-09-07,2021-09-07,QQQ,KLAC,KLA Corporation,0.003522,688055326.560000,482480100,US4824801009,BBG000BMTFR4,2480138,2012976.000000
2021-09-07,2021-09-07,QQQ,LRCX,LAM RESEARCH CORP,0.005687,1111000380.750000,512807108,US5128071082,BBG000BNFLM9,2502247,1872925.000000
2021-09-07,2021-09-07,QQQ,LULU,LULULEMON ATHLETICA INC,0.003251,635053100.220000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1643257.000000
2021-09-07,2021-09-07,QQQ,MAR,"Marriott International, Inc Class A",0.002934,573251822.150000,571903202,US5719032022,BBG000BGD7W6,2210614,4276403.000000
2021-09-07,2021-09-07,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.002869,560475675.060000,595017104,US5950171042,BBG000BHCP19,2592174,3592102.000000
2021-09-07,2021-09-07,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005669,1107573850.640000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18447266.000000
2021-09-07,2021-09-07,QQQ,MELI,MERCADOLIBRE INC,0.006547,1279133424.400000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,654680.000000
2021-09-07,2021-09-07,QQQ,MNST,MONSTER BEVERAGE CORP,0.003382,660674837.600000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,6941320.000000
2021-09-07,2021-09-07,QQQ,MRNA,MODERNA INC,0.011778,2301113708.130000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5273067.000000
2021-09-07,2021-09-07,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003373,658888753.760000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10759124.000000
2021-09-07,2021-09-07,QQQ,MSFT,MICROSOFT CORP,0.099868,19510930638.660000,594918104,US5949181045,BBG000BPH459,2588173,64997437.000000
2021-09-07,2021-09-07,QQQ,MTCH,MATCH GROUP INC,0.002895,565624256.640000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3549349.000000
2021-09-07,2021-09-07,QQQ,MU,MICRON TECHNOLOGY INC,0.005551,1084488105.960000,595112103,US5951121038,BBG000C5Z1S3,2588184,14726889.000000
2021-09-07,2021-09-07,QQQ,NFLX,NETFLIX INC,0.018083,3532818939.520000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5822912.000000
2021-09-07,2021-09-07,QQQ,NTES,NETEASE INC-ADR,0.001939,378797100.360000,64110W102,US64110W1027,BBG000BX72V8,2606440,3956932.000000
2021-09-07,2021-09-07,QQQ,NVDA,NVIDIA CORP,0.037961,7416367253.100000,67066G104,US67066G1040,BBG000BBJQV0,2379504,32726005.000000
2021-09-07,2021-09-07,QQQ,NXPI,NXP Semiconductors NV,0.003945,770820552.160000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3621256.000000
2021-09-07,2021-09-07,QQQ,OKTA,Okta Inc.,0.002227,435119175.140000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1642331.000000
2021-09-07,2021-09-07,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002723,531987336.820000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,916177.000000
2021-09-07,2021-09-07,QQQ,PAYX,PAYCHEX INC,0.002696,526671355.670000,704326107,US7043261079,BBG000BQSQ38,2674458,4732423.000000
2021-09-07,2021-09-07,QQQ,PCAR,PACCAR INC,0.001926,376210577.960000,693718108,US6937181088,BBG000BQVTF5,2665861,4559023.000000
2021-09-07,2021-09-07,QQQ,PDD,Pinduoduo Inc. ADR,0.002740,535317287.220000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,4968603.000000
2021-09-07,2021-09-07,QQQ,PEP,PEPSICO INC,0.014351,2803812872.490000,713448108,US7134481081,BBG000DH7JK6,2681511,18144133.000000
2021-09-07,2021-09-07,QQQ,PTON,Peloton Interactive Inc. Class A,0.001743,340502040.000000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3529250.000000
2021-09-07,2021-09-07,QQQ,PYPL,PAYPAL HOLDINGS INC,0.023157,4524139615.600000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15427060.000000
2021-09-07,2021-09-07,QQQ,QCOM,QUALCOMM INC,0.010900,2129427400.000000,747525103,US7475251036,BBG000CGC1X8,2714923,14813408.000000
2021-09-07,2021-09-07,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004707,919514766.120000,75886F107,US75886F1075,BBG000C734W3,2730190,1374852.000000
2021-09-07,2021-09-07,QQQ,ROST,ROSS STORES INC,0.002745,536316971.960000,778296103,US7782961038,BBG000BSBZH7,2746711,4683173.000000
2021-09-07,2021-09-07,QQQ,SBUX,STARBUCKS CORP,0.009171,1791724617.850000,855244109,US8552441094,BBG000CTQBF3,2842255,15473915.000000
2021-09-07,2021-09-07,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001823,356245220.400000,81181C104,US81181C1045,,BLPK4D2,2383230.000000
2021-09-07,2021-09-07,QQQ,SIRI,Sirius XM Holdings Inc.,0.001694,330925376.320000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,53721652.000000
2021-09-07,2021-09-07,QQQ,SNPS,SYNOPSYS INC,0.003449,673879339.200000,871607107,US8716071076,BBG000BSFRF3,2867719,2003685.000000
2021-09-07,2021-09-07,QQQ,SPLK,SPLUNK INC,0.001732,338386664.500000,848637104,US8486371045,BBG001C7TST4,B424494,2152450.000000
2021-09-07,2021-09-07,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.002014,393395394.250000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2168065.000000
2021-09-07,2021-09-07,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001145,223612901.120000,89677Q107,US89677Q1076,,BK1K3N2,6918716.000000
2021-09-07,2021-09-07,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003471,678119996.250000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1776625.000000
2021-09-07,2021-09-07,QQQ,TMUS,T-MOBILE US INC,0.011270,2201844321.740000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16374242.000000
2021-09-07,2021-09-07,QQQ,TSLA,Tesla  Inc.,0.039650,7746229190.000000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10288250.000000
2021-09-07,2021-09-07,QQQ,TXN,TEXAS INSTRUMENTS INC,0.011761,2297789447.080000,882508104,US8825081040,BBG000BVV7G1,2885409,12128098.000000
2021-09-07,2021-09-07,QQQ,VRSK,VERISK ANALYTICS INC,0.002213,432347461.070000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2128637.000000
2021-09-07,2021-09-07,QQQ,VRSN,VERISIGN INC,0.001667,325747988.000000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1478992.000000
2021-09-07,2021-09-07,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003344,653382170.200000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3399491.000000
2021-09-07,2021-09-07,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002963,578930733.000000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11351583.000000
2021-09-07,2021-09-07,QQQ,WDAY,WORKDAY INC-CLASS A,0.003486,681001430.350000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2482055.000000
2021-09-07,2021-09-07,QQQ,XEL,XCEL ENERGY INC,0.002456,479913329.700000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7067943.000000
2021-09-07,2021-09-07,QQQ,XLNX,XILINX INC,0.002557,499610839.250000,983919101,US9839191015,BBG000C0F570,2985677,3228503.000000
2021-09-07,2021-09-07,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004764,930723986.920000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3102827.000000
