etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-01,2021-09-01,QQQ,CERN,CERNER CORP,0.001547,304230606.000000,156782104,US1567821046,BBG000BFDLV8,2185284,3998825.000000
2021-09-01,2021-09-01,QQQ,CHKP,Check Point Software Technologies Ltd.,0.001142,224600345.900000,M22465104,IL0010824113,BBG000K82ZT8,2181334,1795510.000000
2021-09-01,2021-09-01,QQQ,CHTR,CHARTER COMMUNICATIONS INC-A,0.010423,2049169150.000000,16119P108,US16119P1084,BBG000VPGNR2,BZ6VT82,2503750.000000
2021-09-01,2021-09-01,QQQ,CMCSA,COMCAST CORP-CLASS A,0.018921,3720125907.360000,20030N101,US20030N1019,BBG000BFT2L4,2044545,60846024.000000
2021-09-01,2021-09-01,QQQ,COST,COSTCO WHOLESALE CORP,0.013637,2681075764.600000,22160K105,US22160K1051,BBG000F6H8W8,2701271,5872855.000000
2021-09-01,2021-09-01,QQQ,CPRT,COPART INC,0.002315,455067973.060000,217204106,US2172041061,BBG000BM9RH1,2208073,3139699.000000
2021-09-01,2021-09-01,QQQ,CRWD,Crowdstrike Holdings Inc. Class A,0.003629,713537189.280000,22788C105,US22788C1053,BBG00BLYKS03,BJJP138,2643024.000000
2021-09-01,2021-09-01,QQQ,CSCO,CISCO SYSTEMS INC,0.016794,3301942714.560000,17275R102,US17275R1023,BBG000C3J3C9,2198163,55927214.000000
2021-09-01,2021-09-01,QQQ,CSX,CSX CORP,0.004991,981232018.140000,126408103,US1264081035,BBG000BGJRC8,2160753,30154641.000000
2021-09-01,2021-09-01,QQQ,CTAS,CINTAS CORP,0.002809,552253393.120000,172908105,US1729081059,BBG000H3YXF8,2197137,1394192.000000
2021-09-01,2021-09-01,QQQ,CTSH,COGNIZANT TECH SOLUTIONS-A,0.002735,537754912.890000,192446102,US1924461023,BBG000BBDV81,2257019,6999283.000000
2021-09-01,2021-09-01,QQQ,DLTR,DOLLAR TREE INC,0.001409,277017386.870000,256746108,US2567461080,BBG000BSC0K9,2272476,3078313.000000
2021-09-01,2021-09-01,QQQ,DOCU,DocuSign Inc.,0.003903,767424417.760000,256163106,US2561631068,BBG000N7KJX8,BFYT7B7,2582008.000000
2021-09-01,2021-09-01,QQQ,DXCM,DEXCOM INC,0.003557,699327441.360000,252131107,US2521311074,BBG000QTF8K1,B0796X4,1283358.000000
2021-09-01,2021-09-01,QQQ,EA,ELECTRONIC ARTS INC,0.002829,556166325.960000,285512109,US2855121099,BBG000BP0KQ8,2310194,3798172.000000
2021-09-01,2021-09-01,QQQ,EBAY,EBAY INC,0.003502,688481744.900000,278642103,US2786421030,BBG000C43RR5,2293819,9041126.000000
2021-09-01,2021-09-01,QQQ,EXC,EXELON CORP,0.003272,643223910.400000,30161N101,US30161N1019,BBG000J6XT05,2670519,12968224.000000
2021-09-01,2021-09-01,QQQ,FAST,FASTENAL CO,0.002151,422816613.520000,311900104,US3119001044,BBG000BJ8YN7,2332262,7623812.000000
2021-09-01,2021-09-01,QQQ,FB,Facebook Inc.,0.040606,7983401615.100000,30303M102,US30303M1027,BBG000MM2P62,B7TL820,20896222.000000
2021-09-01,2021-09-01,QQQ,FISV,FISERV INC,0.005326,1047157524.800000,337738108,US3377381088,BBG000BJKPG0,2342034,8848720.000000
2021-09-01,2021-09-01,QQQ,FOX,FOX CORP- CLASS B,0.000585,115084577.600000,35137L204,US35137L2043,BBG00JHNKJY8,BJJMGY5,3361115.000000
2021-09-01,2021-09-01,QQQ,FOXA,FOX CORP - CLASS A,0.000817,160538042.000000,35137L105,US35137L1052,BBG00JHNJW99,BJJMGL2,4338866.000000
2021-09-01,2021-09-01,QQQ,GILD,GILEAD SCIENCES INC,0.006084,1196234321.660000,375558103,US3755581036,BBG000CKGBP2,2369174,16644418.000000
2021-09-01,2021-09-01,QQQ,GOOG,ALPHABET INC-CL C,0.041866,8231234974.800000,02079K107,US02079K1079,BBG009S3NB30,BYY88Y7,2821970.000000
2021-09-01,2021-09-01,QQQ,GOOGL,ALPHABET INC-CL A,0.038745,7617691464.520000,02079K305,US02079K3059,BBG009S39JX6,BYVY8G0,2622892.000000
2021-09-01,2021-09-01,QQQ,HON,HONEYWELL INTERNATIONAL INC,0.010774,2118190232.400000,438516106,US4385161066,BBG000H556T9,2020459,9217538.000000
2021-09-01,2021-09-01,QQQ,IDXX,IDEXX LABS,0.003897,766160095.400000,45168D104,US45168D1046,BBG000BLRT07,2459202,1131866.000000
2021-09-01,2021-09-01,QQQ,ILMN,ILLUMINA INC,0.004563,897138291.600000,452327109,US4523271090,BBG000DSMS70,2613990,1937580.000000
2021-09-01,2021-09-01,QQQ,INCY,Incyte Corp.,0.001143,224815290.260000,45337C102,US45337C1027,BBG000BNPSQ9,2471950,2918542.000000
2021-09-01,2021-09-01,QQQ,INTC,INTEL CORP,0.014629,2876112828.120000,458140100,US4581401001,BBG000C0G1D1,2463247,53588836.000000
2021-09-01,2021-09-01,QQQ,INTU,INTUIT INC,0.010387,2042175740.490000,461202103,US4612021034,BBG000BH5DV1,2459020,3626473.000000
2021-09-01,2021-09-01,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008494,1670005193.890000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1571459.000000
2021-09-01,2021-09-01,QQQ,JD,JD.COM INC-ADR,0.004394,863904941.200000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10694540.000000
2021-09-01,2021-09-01,QQQ,KDP,KEURIG DR PEPPER INC,0.003419,672279943.300000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18810295.000000
2021-09-01,2021-09-01,QQQ,KHC,KRAFT HEINZ CO/THE,0.002981,585995921.400000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,16232574.000000
2021-09-01,2021-09-01,QQQ,KLAC,KLA Corporation,0.003471,682389833.400000,482480100,US4824801009,BBG000BMTFR4,2480138,2034252.000000
2021-09-01,2021-09-01,QQQ,LRCX,LAM RESEARCH CORP,0.005774,1135197008.420000,512807108,US5128071082,BBG000BNFLM9,2502247,1892689.000000
2021-09-01,2021-09-01,QQQ,LULU,LULULEMON ATHLETICA INC,0.003341,656834916.850000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1660645.000000
2021-09-01,2021-09-01,QQQ,MAR,"Marriott International, Inc Class A",0.002964,582674182.010000,571903202,US5719032022,BBG000BGD7W6,2210614,4321547.000000
2021-09-01,2021-09-01,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.002873,564865856.100000,595017104,US5950171042,BBG000BHCP19,2592174,3630010.000000
2021-09-01,2021-09-01,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005910,1161961968.340000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18642098.000000
2021-09-01,2021-09-01,QQQ,MELI,MERCADOLIBRE INC,0.006382,1254715843.920000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,661592.000000
2021-09-01,2021-09-01,QQQ,MNST,MONSTER BEVERAGE CORP,0.003489,686032965.600000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,7014652.000000
2021-09-01,2021-09-01,QQQ,MRNA,MODERNA INC,0.010569,2077910322.300000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5328795.000000
2021-09-01,2021-09-01,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003358,660192772.800000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10872740.000000
2021-09-01,2021-09-01,QQQ,MSFT,MICROSOFT CORP,0.100837,19825382101.050000,594918104,US5949181045,BBG000BPH459,2588173,65683935.000000
2021-09-01,2021-09-01,QQQ,MTCH,MATCH GROUP INC,0.002529,497205681.500000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3586825.000000
2021-09-01,2021-09-01,QQQ,MU,MICRON TECHNOLOGY INC,0.005580,1097131191.480000,595112103,US5951121038,BBG000C5Z1S3,2588184,14882409.000000
2021-09-01,2021-09-01,QQQ,NFLX,NETFLIX INC,0.017421,3425111753.480000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5884364.000000
2021-09-01,2021-09-01,QQQ,NTES,NETEASE INC-ADR,0.001971,387476743.200000,64110W102,US64110W1027,BBG000BX72V8,2606440,3998728.000000
2021-09-01,2021-09-01,QQQ,NVDA,NVIDIA CORP,0.037748,7421610098.550000,67066G104,US67066G1040,BBG000BBJQV0,2379504,33071655.000000
2021-09-01,2021-09-01,QQQ,NXPI,NXP Semiconductors NV,0.003937,773981712.000000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3659488.000000
2021-09-01,2021-09-01,QQQ,OKTA,Okta Inc.,0.002235,439427202.440000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1659719.000000
2021-09-01,2021-09-01,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002790,548631008.380000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,925897.000000
2021-09-01,2021-09-01,QQQ,PAYX,PAYCHEX INC,0.002764,543379355.740000,704326107,US7043261079,BBG000BQSQ38,2674458,4782427.000000
2021-09-01,2021-09-01,QQQ,PCAR,PACCAR INC,0.001937,380830408.060000,693718108,US6937181088,BBG000BQVTF5,2665861,4607191.000000
2021-09-01,2021-09-01,QQQ,PDD,Pinduoduo Inc. ADR,0.002728,536403151.530000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,5021091.000000
2021-09-01,2021-09-01,QQQ,PEP,PEPSICO INC,0.014626,2875683430.375000,713448108,US7134481081,BBG000DH7JK6,2681511,18335725.000000
2021-09-01,2021-09-01,QQQ,PTON,Peloton Interactive Inc. Class A,0.001815,356793660.400000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3566510.000000
2021-09-01,2021-09-01,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022738,4470441676.000000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15590032.000000
2021-09-01,2021-09-01,QQQ,QCOM,QUALCOMM INC,0.011151,2192341855.000000,747525103,US7475251036,BBG000CGC1X8,2714923,14969900.000000
2021-09-01,2021-09-01,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004812,946074071.040000,75886F107,US75886F1075,BBG000C734W3,2730190,1389324.000000
2021-09-01,2021-09-01,QQQ,ROST,ROSS STORES INC,0.002829,556226826.610000,778296103,US7782961038,BBG000BSBZH7,2746711,4732637.000000
2021-09-01,2021-09-01,QQQ,SBUX,STARBUCKS CORP,0.009341,1836603116.550000,855244109,US8552441094,BBG000CTQBF3,2842255,15637319.000000
2021-09-01,2021-09-01,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001953,383922087.540000,81181C104,US81181C1045,,BLPK4D2,2408394.000000
2021-09-01,2021-09-01,QQQ,SIRI,Sirius XM Holdings Inc.,0.001742,342563987.530000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,54289063.000000
2021-09-01,2021-09-01,QQQ,SNPS,SYNOPSYS INC,0.003436,675551706.390000,871607107,US8716071076,BBG000BSFRF3,2867719,2024853.000000
2021-09-01,2021-09-01,QQQ,SPLK,SPLUNK INC,0.001733,340633188.000000,848637104,US8486371045,BBG001C7TST4,B424494,2175180.000000
2021-09-01,2021-09-01,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.002024,398009975.260000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2190961.000000
2021-09-01,2021-09-01,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001127,221571156.080000,89677Q107,US89677Q1076,,BK1K3N2,6991832.000000
2021-09-01,2021-09-01,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003394,667356498.900000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1795417.000000
2021-09-01,2021-09-01,QQQ,TMUS,T-MOBILE US INC,0.011593,2279204441.000000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16547150.000000
2021-09-01,2021-09-01,QQQ,TSLA,Tesla  Inc.,0.038820,7632258852.820000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10396898.000000
2021-09-01,2021-09-01,QQQ,TXN,TEXAS INSTRUMENTS INC,0.011741,2308452633.100000,882508104,US8825081040,BBG000BVV7G1,2885409,12256186.000000
2021-09-01,2021-09-01,QQQ,VRSK,VERISK ANALYTICS INC,0.002222,436802569.060000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2151101.000000
2021-09-01,2021-09-01,QQQ,VRSN,VERISIGN INC,0.001661,326596408.520000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1494652.000000
2021-09-01,2021-09-01,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003445,677244307.580000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3435347.000000
2021-09-01,2021-09-01,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002934,576899874.270000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11471463.000000
2021-09-01,2021-09-01,QQQ,WDAY,WORKDAY INC-CLASS A,0.003488,685693697.630000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2508299.000000
2021-09-01,2021-09-01,QQQ,XEL,XCEL ENERGY INC,0.002534,498194327.250000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7142571.000000
2021-09-01,2021-09-01,QQQ,XLNX,XILINX INC,0.002563,503978610.570000,983919101,US9839191015,BBG000C0F570,2985677,3262631.000000
2021-09-01,2021-09-01,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004639,912006363.860000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3135551.000000
