etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-09,2021-09-09,QQQ,CSCO,CISCO SYSTEMS INC,0.016722,3252282127.000000,17275R102,US17275R1023,BBG000C3J3C9,2198163,55499695.000000
2021-09-09,2021-09-09,QQQ,CSX,CSX CORP,0.004823,938121381.450000,126408103,US1264081035,BBG000BGJRC8,2160753,29924127.000000
2021-09-09,2021-09-09,QQQ,CTAS,CINTAS CORP,0.002846,553493811.620000,172908105,US1729081059,BBG000H3YXF8,2197137,1383527.000000
2021-09-09,2021-09-09,QQQ,CTSH,COGNIZANT TECH SOLUTIONS-A,0.002731,531214784.000000,192446102,US1924461023,BBG000BBDV81,2257019,6945800.000000
2021-09-09,2021-09-09,QQQ,DLTR,DOLLAR TREE INC,0.001432,278595115.200000,256746108,US2567461080,BBG000BSC0K9,2272476,3054771.000000
2021-09-09,2021-09-09,QQQ,DOCU,DocuSign Inc.,0.003706,720788797.980000,256163106,US2561631068,BBG000N7KJX8,BFYT7B7,2562258.000000
2021-09-09,2021-09-09,QQQ,DXCM,DEXCOM INC,0.003619,703846774.920000,252131107,US2521311074,BBG000QTF8K1,B0796X4,1273562.000000
2021-09-09,2021-09-09,QQQ,EA,ELECTRONIC ARTS INC,0.002758,536380621.000000,285512109,US2855121099,BBG000BP0KQ8,2310194,3769100.000000
2021-09-09,2021-09-09,QQQ,EBAY,EBAY INC,0.003368,654956073.000000,278642103,US2786421030,BBG000C43RR5,2293819,8972001.000000
2021-09-09,2021-09-09,QQQ,EXC,EXELON CORP,0.003324,646413838.170000,30161N101,US30161N1019,BBG000J6XT05,2670519,12869079.000000
2021-09-09,2021-09-09,QQQ,FAST,FASTENAL CO,0.002078,404073889.100000,311900104,US3119001044,BBG000BJ8YN7,2332262,7565510.000000
2021-09-09,2021-09-09,QQQ,FB,Facebook Inc.,0.040302,7838390952.000000,30303M102,US30303M1027,BBG000MM2P62,B7TL820,20736484.000000
2021-09-09,2021-09-09,QQQ,FISV,FISERV INC,0.005193,1009913850.960000,337738108,US3377381088,BBG000BJKPG0,2342034,8781096.000000
2021-09-09,2021-09-09,QQQ,FOX,FOX CORP- CLASS B,0.000577,112304264.800000,35137L204,US35137L2043,BBG00JHNKJY8,BJJMGY5,3335440.000000
2021-09-09,2021-09-09,QQQ,FOXA,FOX CORP - CLASS A,0.000805,156554742.960000,35137L105,US35137L1052,BBG00JHNJW99,BJJMGL2,4305686.000000
2021-09-09,2021-09-09,QQQ,GILD,GILEAD SCIENCES INC,0.005997,1166275890.890000,375558103,US3755581036,BBG000CKGBP2,2369174,16517149.000000
2021-09-09,2021-09-09,QQQ,GOOG,ALPHABET INC-CL C,0.041731,8116324002.810000,02079K107,US02079K1079,BBG009S3NB30,BYY88Y7,2800403.000000
2021-09-09,2021-09-09,QQQ,GOOGL,ALPHABET INC-CL A,0.038419,7472244937.320000,02079K305,US02079K3059,BBG009S39JX6,BYVY8G0,2602826.000000
2021-09-09,2021-09-09,QQQ,HON,HONEYWELL INTERNATIONAL INC,0.010485,2039156315.100000,438516106,US4385161066,BBG000H556T9,2020459,9147070.000000
2021-09-09,2021-09-09,QQQ,IDXX,IDEXX LABS,0.003907,759907186.320000,45168D104,US45168D1046,BBG000BLRT07,2459202,1123176.000000
2021-09-09,2021-09-09,QQQ,ILMN,ILLUMINA INC,0.004540,883022478.250000,452327109,US4523271090,BBG000DSMS70,2613990,1922749.000000
2021-09-09,2021-09-09,QQQ,INCY,Incyte Corp.,0.001082,210529430.160000,45337C102,US45337C1027,BBG000BNPSQ9,2471950,2896264.000000
2021-09-09,2021-09-09,QQQ,INTC,INTEL CORP,0.014601,2839767731.400000,458140100,US4581401001,BBG000C0G1D1,2463247,53179171.000000
2021-09-09,2021-09-09,QQQ,INTU,INTUIT INC,0.010505,2043186906.000000,461202103,US4612021034,BBG000BH5DV1,2459020,3598744.000000
2021-09-09,2021-09-09,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008579,1668628164.510000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1559451.000000
2021-09-09,2021-09-09,QQQ,JD,JD.COM INC-ADR,0.004380,851781321.500000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10612775.000000
2021-09-09,2021-09-09,QQQ,KDP,KEURIG DR PEPPER INC,0.003343,650154996.090000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18666523.000000
2021-09-09,2021-09-09,QQQ,KHC,KRAFT HEINZ CO/THE,0.003028,588925480.400000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,16108465.000000
2021-09-09,2021-09-09,QQQ,KLAC,KLA Corporation,0.003610,702160594.870000,482480100,US4824801009,BBG000BMTFR4,2480138,2018689.000000
2021-09-09,2021-09-09,QQQ,LRCX,LAM RESEARCH CORP,0.005733,1114937297.520000,512807108,US5128071082,BBG000BNFLM9,2502247,1878232.000000
2021-09-09,2021-09-09,QQQ,LULU,LULULEMON ATHLETICA INC,0.003565,693298947.460000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1647926.000000
2021-09-09,2021-09-09,QQQ,MAR,"Marriott International, Inc Class A",0.003001,583625367.250000,571903202,US5719032022,BBG000BGD7W6,2210614,4288525.000000
2021-09-09,2021-09-09,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.002889,561847767.570000,595017104,US5950171042,BBG000BHCP19,2592174,3602281.000000
2021-09-09,2021-09-09,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005765,1121259665.020000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18499582.000000
2021-09-09,2021-09-09,QQQ,MELI,MERCADOLIBRE INC,0.006358,1236526467.760000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,656536.000000
2021-09-09,2021-09-09,QQQ,MNST,MONSTER BEVERAGE CORP,0.003448,670693409.850000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,6961011.000000
2021-09-09,2021-09-09,QQQ,MRNA,MODERNA INC,0.012396,2410919093.520000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5288031.000000
2021-09-09,2021-09-09,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003398,660864960.000000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10789632.000000
2021-09-09,2021-09-09,QQQ,MSFT,MICROSOFT CORP,0.099620,19375287077.500000,594918104,US5949181045,BBG000BPH459,2588173,65181790.000000
2021-09-09,2021-09-09,QQQ,MTCH,MATCH GROUP INC,0.002886,561354866.520000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3559412.000000
2021-09-09,2021-09-09,QQQ,MU,MICRON TECHNOLOGY INC,0.005533,1076191452.630000,595112103,US5951121038,BBG000C5Z1S3,2588184,14768649.000000
2021-09-09,2021-09-09,QQQ,NFLX,NETFLIX INC,0.017940,3489287624.340000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5839421.000000
2021-09-09,2021-09-09,QQQ,NTES,NETEASE INC-ADR,0.001814,352808661.050000,64110W102,US64110W1027,BBG000BX72V8,2606440,3968155.000000
2021-09-09,2021-09-09,QQQ,NVDA,NVIDIA CORP,0.037422,7278232816.180000,67066G104,US67066G1040,BBG000BBJQV0,2379504,32818834.000000
2021-09-09,2021-09-09,QQQ,NXPI,NXP Semiconductors NV,0.003930,764290120.120000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3631522.000000
2021-09-09,2021-09-09,QQQ,OKTA,Okta Inc.,0.002256,438859620.000000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1647000.000000
2021-09-09,2021-09-09,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002797,544068909.920000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,918787.000000
2021-09-09,2021-09-09,QQQ,PAYX,PAYCHEX INC,0.002716,528308022.000000,704326107,US7043261079,BBG000BQSQ38,2674458,4745850.000000
2021-09-09,2021-09-09,QQQ,PCAR,PACCAR INC,0.001956,380432541.970000,693718108,US6937181088,BBG000BQVTF5,2665861,4571957.000000
2021-09-09,2021-09-09,QQQ,PDD,Pinduoduo Inc. ADR,0.002672,519595643.160000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,4982697.000000
2021-09-09,2021-09-09,QQQ,PEP,PEPSICO INC,0.014569,2833602033.840000,713448108,US7134481081,BBG000DH7JK6,2681511,18195608.000000
2021-09-09,2021-09-09,QQQ,PTON,Peloton Interactive Inc. Class A,0.001949,378983425.400000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3539255.000000
2021-09-09,2021-09-09,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022820,4438269128.480000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15470821.000000
2021-09-09,2021-09-09,QQQ,QCOM,QUALCOMM INC,0.010814,2103231637.820000,747525103,US7475251036,BBG000CGC1X8,2714923,14855429.000000
2021-09-09,2021-09-09,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004580,890816409.180000,75886F107,US75886F1075,BBG000C734W3,2730190,1378738.000000
2021-09-09,2021-09-09,QQQ,ROST,ROSS STORES INC,0.002759,536663912.850000,778296103,US7782961038,BBG000BSBZH7,2746711,4696455.000000
2021-09-09,2021-09-09,QQQ,SBUX,STARBUCKS CORP,0.009478,1843358511.680000,855244109,US8552441094,BBG000CTQBF3,2842255,15517792.000000
2021-09-09,2021-09-09,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001838,357518155.330000,81181C104,US81181C1045,,BLPK4D2,2389987.000000
2021-09-09,2021-09-09,QQQ,SIRI,Sirius XM Holdings Inc.,0.001681,327015289.260000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,53874018.000000
2021-09-09,2021-09-09,QQQ,SNPS,SYNOPSYS INC,0.003446,670225029.950000,871607107,US8716071076,BBG000BSFRF3,2867719,2009369.000000
2021-09-09,2021-09-09,QQQ,SPLK,SPLUNK INC,0.001733,337082135.040000,848637104,US8486371045,BBG001C7TST4,B424494,2158569.000000
2021-09-09,2021-09-09,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.001983,385770612.590000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2174213.000000
2021-09-09,2021-09-09,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001135,220708881.690000,89677Q107,US89677Q1076,,BK1K3N2,6938349.000000
2021-09-09,2021-09-09,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003470,674968241.640000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1781671.000000
2021-09-09,2021-09-09,QQQ,TMUS,T-MOBILE US INC,0.011097,2158334047.760000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16420679.000000
2021-09-09,2021-09-09,QQQ,TSLA,Tesla  Inc.,0.040044,7788210680.640000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10317424.000000
2021-09-09,2021-09-09,QQQ,TXN,TEXAS INSTRUMENTS INC,0.011786,2292264867.240000,882508104,US8825081040,BBG000BVV7G1,2885409,12162492.000000
2021-09-09,2021-09-09,QQQ,VRSK,VERISK ANALYTICS INC,0.002248,437308291.340000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2134669.000000
2021-09-09,2021-09-09,QQQ,VRSN,VERISIGN INC,0.001692,329121414.300000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1483197.000000
2021-09-09,2021-09-09,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003297,641222697.430000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3409127.000000
2021-09-09,2021-09-09,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002960,575677400.610000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11383773.000000
2021-09-09,2021-09-09,QQQ,WDAY,WORKDAY INC-CLASS A,0.003455,672057540.000000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2489102.000000
2021-09-09,2021-09-09,QQQ,XEL,XCEL ENERGY INC,0.002524,490984513.140000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7087982.000000
2021-09-09,2021-09-09,QQQ,XLNX,XILINX INC,0.002566,499151121.390000,983919101,US9839191015,BBG000C0F570,2985677,3237667.000000
2021-09-09,2021-09-09,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004733,920602118.040000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3111614.000000
