etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-09-10,2021-09-10,QQQ,INCY,Incyte Corp.,0.001067,205721569.760000,45337C102,US45337C1027,BBG000BNPSQ9,2471950,2892598.000000
2021-09-10,2021-09-10,QQQ,INTC,INTEL CORP,0.014836,2859536781.520000,458140100,US4581401001,BBG000C0G1D1,2463247,53111753.000000
2021-09-10,2021-09-10,QQQ,INTU,INTUIT INC,0.010580,2039266415.780000,461202103,US4612021034,BBG000BH5DV1,2459020,3594181.000000
2021-09-10,2021-09-10,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008270,1594028938.250000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1557475.000000
2021-09-10,2021-09-10,QQQ,JD,JD.COM INC-ADR,0.004435,854729164.800000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10599320.000000
2021-09-10,2021-09-10,QQQ,KDP,KEURIG DR PEPPER INC,0.003369,649330918.290000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18642863.000000
2021-09-10,2021-09-10,QQQ,KHC,KRAFT HEINZ CO/THE,0.003032,584478565.860000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,16088042.000000
2021-09-10,2021-09-10,QQQ,KLAC,KLA Corporation,0.003667,706793992.960000,482480100,US4824801009,BBG000BMTFR4,2480138,2016128.000000
2021-09-10,2021-09-10,QQQ,LRCX,LAM RESEARCH CORP,0.005821,1121966437.830000,512807108,US5128071082,BBG000BNFLM9,2502247,1875853.000000
2021-09-10,2021-09-10,QQQ,LULU,LULULEMON ATHLETICA INC,0.003634,700433608.140000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1645833.000000
2021-09-10,2021-09-10,QQQ,MAR,"Marriott International, Inc Class A",0.003014,580958463.240000,571903202,US5719032022,BBG000BGD7W6,2210614,4283091.000000
2021-09-10,2021-09-10,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.002940,566568630.640000,595017104,US5950171042,BBG000BHCP19,2592174,3597718.000000
2021-09-10,2021-09-10,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005774,1112817309.900000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18476130.000000
2021-09-10,2021-09-10,QQQ,MELI,MERCADOLIBRE INC,0.006285,1211354126.640000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,655704.000000
2021-09-10,2021-09-10,QQQ,MNST,MONSTER BEVERAGE CORP,0.003460,666853489.280000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,6952184.000000
2021-09-10,2021-09-10,QQQ,MRNA,MODERNA INC,0.012313,2373320929.740000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5281323.000000
2021-09-10,2021-09-10,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003420,659165228.520000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10775956.000000
2021-09-10,2021-09-10,QQQ,MSFT,MICROSOFT CORP,0.099877,19250469350.790000,594918104,US5949181045,BBG000BPH459,2588173,65099149.000000
2021-09-10,2021-09-10,QQQ,MTCH,MATCH GROUP INC,0.003032,584354626.380000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3554901.000000
2021-09-10,2021-09-10,QQQ,MU,MICRON TECHNOLOGY INC,0.005625,1084119781.500000,595112103,US5951121038,BBG000C5Z1S3,2588184,14749929.000000
2021-09-10,2021-09-10,QQQ,NFLX,NETFLIX INC,0.018116,3491749409.280000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5832024.000000
2021-09-10,2021-09-10,QQQ,NTES,NETEASE INC-ADR,0.001814,349597075.850000,64110W102,US64110W1027,BBG000BX72V8,2606440,3963124.000000
2021-09-10,2021-09-10,QQQ,NVDA,NVIDIA CORP,0.038225,7367663736.380000,67066G104,US67066G1040,BBG000BBJQV0,2379504,32777221.000000
2021-09-10,2021-09-10,QQQ,NXPI,NXP Semiconductors NV,0.003992,769342270.400000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3626920.000000
2021-09-10,2021-09-10,QQQ,OKTA,Okta Inc.,0.002168,417773479.860000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1644907.000000
2021-09-10,2021-09-10,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002820,543559606.120000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,917617.000000
2021-09-10,2021-09-10,QQQ,PAYX,PAYCHEX INC,0.002712,522803359.300000,704326107,US7043261079,BBG000BQSQ38,2674458,4739831.000000
2021-09-10,2021-09-10,QQQ,PCAR,PACCAR INC,0.001981,381776553.990000,693718108,US6937181088,BBG000BQVTF5,2665861,4566159.000000
2021-09-10,2021-09-10,QQQ,PDD,Pinduoduo Inc. ADR,0.002679,516299321.250000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,4976379.000000
2021-09-10,2021-09-10,QQQ,PEP,PEPSICO INC,0.014657,2825101980.180000,713448108,US7134481081,BBG000DH7JK6,2681511,18172533.000000
2021-09-10,2021-09-10,QQQ,PTON,Peloton Interactive Inc. Class A,0.002098,404342340.300000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3534770.000000
2021-09-10,2021-09-10,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022793,4393086321.280000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15451204.000000
2021-09-10,2021-09-10,QQQ,QCOM,QUALCOMM INC,0.010983,2116884946.560000,747525103,US7475251036,BBG000CGC1X8,2714923,14836592.000000
2021-09-10,2021-09-10,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004647,895722128.040000,75886F107,US75886F1075,BBG000C734W3,2730190,1376996.000000
2021-09-10,2021-09-10,QQQ,ROST,ROSS STORES INC,0.002745,529135417.810000,778296103,US7782961038,BBG000BSBZH7,2746711,4690501.000000
2021-09-10,2021-09-10,QQQ,SBUX,STARBUCKS CORP,0.009596,1849545998.820000,855244109,US8552441094,BBG000CTQBF3,2842255,15498123.000000
2021-09-10,2021-09-10,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.001876,361648006.580000,81181C104,US81181C1045,,BLPK4D2,2386958.000000
2021-09-10,2021-09-10,QQQ,SIRI,Sirius XM Holdings Inc.,0.001675,322834296.000000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,53805716.000000
2021-09-10,2021-09-10,QQQ,SNPS,SYNOPSYS INC,0.003462,667247914.290000,871607107,US8716071076,BBG000BSFRF3,2867719,2006821.000000
2021-09-10,2021-09-10,QQQ,SPLK,SPLUNK INC,0.001721,331673830.100000,848637104,US8486371045,BBG001C7TST4,B424494,2155826.000000
2021-09-10,2021-09-10,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.001998,385064469.810000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2171457.000000
2021-09-10,2021-09-10,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001111,214192328.680000,89677Q107,US89677Q1076,,BK1K3N2,6929548.000000
2021-09-10,2021-09-10,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003508,676122037.730000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1779409.000000
2021-09-10,2021-09-10,QQQ,TMUS,T-MOBILE US INC,0.011130,2145266471.460000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16399866.000000
2021-09-10,2021-09-10,QQQ,TSLA,Tesla  Inc.,0.039362,7586780829.420000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10304346.000000
2021-09-10,2021-09-10,QQQ,TXN,TEXAS INSTRUMENTS INC,0.012015,2315839658.100000,882508104,US8825081040,BBG000BVV7G1,2885409,12147074.000000
2021-09-10,2021-09-10,QQQ,VRSK,VERISK ANALYTICS INC,0.002274,438225405.750000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2131965.000000
2021-09-10,2021-09-10,QQQ,VRSN,VERISIGN INC,0.001700,327621775.040000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1481312.000000
2021-09-10,2021-09-10,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003331,642045210.270000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3404811.000000
2021-09-10,2021-09-10,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002917,562214011.350000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11369343.000000
2021-09-10,2021-09-10,QQQ,WDAY,WORKDAY INC-CLASS A,0.003451,665064330.790000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2485943.000000
2021-09-10,2021-09-10,QQQ,XEL,XCEL ENERGY INC,0.002489,479672972.240000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7078999.000000
2021-09-10,2021-09-10,QQQ,XLNX,XILINX INC,0.002601,501395658.540000,983919101,US9839191015,BBG000C0F570,2985677,3233559.000000
2021-09-10,2021-09-10,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.004861,936964012.500000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3107675.000000
