etfg_date,as_of_date,etf_ticker,constituent_ticker,constituent_description,constituent_weight,constituent_market_value,constituent_cusip,constituent_isin,constituent_figi,constituent_sedol,shares_held_of_constituent
2021-08-30,2021-08-30,QQQ,GOOGL,ALPHABET INC-CL A,0.038598,7454160800.800000,02079K305,US02079K3059,BBG009S39JX6,BYVY8G0,2577680.000000
2021-08-30,2021-08-30,QQQ,HON,HONEYWELL INTERNATIONAL INC,0.010876,2100455144.940000,438516106,US4385161066,BBG000H556T9,2020459,9058762.000000
2021-08-30,2021-08-30,QQQ,IDXX,IDEXX LABS,0.003957,764107113.420000,45168D104,US45168D1046,BBG000BLRT07,2459202,1112286.000000
2021-08-30,2021-08-30,QQQ,ILMN,ILLUMINA INC,0.004506,870222142.000000,452327109,US4523271090,BBG000DSMS70,2613990,1904206.000000
2021-08-30,2021-08-30,QQQ,INCY,Incyte Corp.,0.001130,218137713.300000,45337C102,US45337C1027,BBG000BNPSQ9,2471950,2868346.000000
2021-08-30,2021-08-30,QQQ,INTC,INTEL CORP,0.014710,2840789368.320000,458140100,US4581401001,BBG000C0G1D1,2463247,52665728.000000
2021-08-30,2021-08-30,QQQ,INTU,INTUIT INC,0.010437,2015688652.150000,461202103,US4612021034,BBG000BH5DV1,2459020,3563995.000000
2021-08-30,2021-08-30,QQQ,ISRG,INTUITIVE SURGICAL INC,0.008468,1635383780.730000,46120E602,US46120E6023,BBG000BJPDZ1,2871301,1544403.000000
2021-08-30,2021-08-30,QQQ,JD,JD.COM INC-ADR,0.004174,806035673.900000,47215P106,US47215P1066,BBG005YHY0Q7,BMM27D9,10510310.000000
2021-08-30,2021-08-30,QQQ,KDP,KEURIG DR PEPPER INC,0.003375,651828172.100000,49271V100,US49271V1008,BBG000TJM7F0,BD3W133,18486335.000000
2021-08-30,2021-08-30,QQQ,KHC,KRAFT HEINZ CO/THE,0.002951,569838873.920000,500754106,US5007541064,BBG005CPNTQ2,BYRY499,15952936.000000
2021-08-30,2021-08-30,QQQ,KLAC,KLA Corporation,0.003541,683941522.460000,482480100,US4824801009,BBG000BMTFR4,2480138,1999186.000000
2021-08-30,2021-08-30,QQQ,LRCX,LAM RESEARCH CORP,0.005856,1130931318.850000,512807108,US5128071082,BBG000BNFLM9,2502247,1860115.000000
2021-08-30,2021-08-30,QQQ,LULU,LULULEMON ATHLETICA INC,0.003503,676491251.240000,550021109,US5500211090,BBG000R8ZVD1,B23FN39,1631987.000000
2021-08-30,2021-08-30,QQQ,MAR,"Marriott International, Inc Class A",0.002971,573789019.300000,571903202,US5719032022,BBG000BGD7W6,2210614,4247143.000000
2021-08-30,2021-08-30,QQQ,MCHP,MICROCHIP TECHNOLOGY INC,0.002937,567273263.320000,595017104,US5950171042,BBG000BHCP19,2592174,3567532.000000
2021-08-30,2021-08-30,QQQ,MDLZ,MONDELEZ INTERNATIONAL INC-A,0.005897,1138832489.760000,609207105,US6092071058,BBG000D4LWF6,B8CKK03,18320986.000000
2021-08-30,2021-08-30,QQQ,MELI,MERCADOLIBRE INC,0.006326,1221660780.000000,58733R102,US58733R1023,BBG000GQPB11,B23X1H3,650200.000000
2021-08-30,2021-08-30,QQQ,MNST,MONSTER BEVERAGE CORP,0.003491,674281599.900000,61174X109,US61174X1090,BBG008NVB1C0,BZ07BW4,6893790.000000
2021-08-30,2021-08-30,QQQ,MRNA,MODERNA INC,0.010052,1941283883.430000,60770K107,US60770K1079,BBG003PHHZT1,BGSXTS3,5236947.000000
2021-08-30,2021-08-30,QQQ,MRVL.UW,MARVELL TECHNOLOGY GROUP LTD MRVL,0.003428,662072588.640000,573874104,US5738741041,BBG00ZXBJ153,BNKJSM5,10685484.000000
2021-08-30,2021-08-30,QQQ,MSFT,MICROSOFT CORP,0.101477,19597487099.610000,594918104,US5949181045,BBG000BPH459,2588173,64552479.000000
2021-08-30,2021-08-30,QQQ,MTCH,MATCH GROUP INC,0.002547,491851482.270000,57667L107,US57667L1070,BBG00VT0KNC3,BK80XH9,3525059.000000
2021-08-30,2021-08-30,QQQ,MU,MICRON TECHNOLOGY INC,0.005541,1070044671.240000,595112103,US5951121038,BBG000C5Z1S3,2588184,14626089.000000
2021-08-30,2021-08-30,QQQ,NFLX,NETFLIX INC,0.016954,3274265366.760000,64110L106,US64110L1061,BBG000CL9VN6,2857817,5783082.000000
2021-08-30,2021-08-30,QQQ,NTES,NETEASE INC-ADR,0.001824,352192440.040000,64110W102,US64110W1027,BBG000BX72V8,2606440,3929842.000000
2021-08-30,2021-08-30,QQQ,NVDA,NVIDIA CORP,0.038177,7372746194.280000,67066G104,US67066G1040,BBG000BBJQV0,2379504,32501967.000000
2021-08-30,2021-08-30,QQQ,NXPI,NXP Semiconductors NV,0.004239,818701796.640000,N6596X109,NL0009538784,BBG000BND699,B505PN7,3596476.000000
2021-08-30,2021-08-30,QQQ,OKTA,Okta Inc.,0.002238,432198543.780000,679295105,US6792951054,BBG001YV1SM4,BDFZSP1,1631061.000000
2021-08-30,2021-08-30,QQQ,ORLY,OREILLY AUTOMOTIVE INC,0.002811,542878112.050000,67103H107,US67103H1077,BBG000BGYWY6,B65LWX6,909877.000000
2021-08-30,2021-08-30,QQQ,PAYX,PAYCHEX INC,0.002787,538245488.760000,704326107,US7043261079,BBG000BQSQ38,2674458,4700013.000000
2021-08-30,2021-08-30,QQQ,PCAR,PACCAR INC,0.001924,371506236.150000,693718108,US6937181088,BBG000BQVTF5,2665861,4527803.000000
2021-08-30,2021-08-30,QQQ,PDD,Pinduoduo Inc. ADR,0.002427,468686693.340000,722304102,US7223041028,BBG00LBLDDR2,BYVW0F7,4934583.000000
2021-08-30,2021-08-30,QQQ,PEP,PEPSICO INC,0.014556,2811112668.000000,713448108,US7134481081,BBG000DH7JK6,2681511,18019953.000000
2021-08-30,2021-08-30,QQQ,PTON,Peloton Interactive Inc. Class A,0.001842,355697548.000000,70614W100,US70614W1009,BBG00JG0FFZ2,BJ7WJS2,3505100.000000
2021-08-30,2021-08-30,QQQ,PYPL,PAYPAL HOLDINGS INC,0.022886,4419772912.100000,70450Y103,US70450Y1038,BBG0077VNXV6,BYW36M8,15321430.000000
2021-08-30,2021-08-30,QQQ,QCOM,QUALCOMM INC,0.011118,2147066069.320000,747525103,US7475251036,BBG000CGC1X8,2714923,14711978.000000
2021-08-30,2021-08-30,QQQ,REGN,REGENERON PHARMACEUTICALS,0.004787,924533781.760000,75886F107,US75886F1075,BBG000C734W3,2730190,1365472.000000
2021-08-30,2021-08-30,QQQ,ROST,ROSS STORES INC,0.002853,551063868.240000,778296103,US7782961038,BBG000BSBZH7,2746711,4651113.000000
2021-08-30,2021-08-30,QQQ,SBUX,STARBUCKS CORP,0.009200,1776695058.050000,855244109,US8552441094,BBG000CTQBF3,2842255,15368005.000000
2021-08-30,2021-08-30,QQQ,SGEN,SEATTLE GENETICS INC COMMON STOCK USD.001,0.002066,399062712.000000,81181C104,US81181C1045,,BLPK4D2,2366920.000000
2021-08-30,2021-08-30,QQQ,SIRI,Sirius XM Holdings Inc.,0.001732,334529210.070000,82968B103,US82968B1035,BBG000BT0093,BGLDK10,53353941.000000
2021-08-30,2021-08-30,QQQ,SNPS,SYNOPSYS INC,0.003444,665205500.200000,871607107,US8716071076,BBG000BSFRF3,2867719,1989965.000000
2021-08-30,2021-08-30,QQQ,SPLK,SPLUNK INC,0.001707,329720698.880000,848637104,US8486371045,BBG001C7TST4,B424494,2137712.000000
2021-08-30,2021-08-30,QQQ,SWKS,SKYWORKS SOLUTIONS INC,0.002075,400715172.500000,83088M102,US83088M1027,BBG000KLB4Q1,2961053,2153225.000000
2021-08-30,2021-08-30,QQQ,TCOM.UW,TRIP.COM GROUP LTD,0.001017,196451210.340000,89677Q107,US89677Q1076,,BK1K3N2,6871326.000000
2021-08-30,2021-08-30,QQQ,TEAM,ATLASSIAN CORP PLC-CLASS A,0.003344,645839803.350000,,GB00BZ09BD16,BBG00BDQ1H13,BZ09BD1,1764445.000000
2021-08-30,2021-08-30,QQQ,TMUS,T-MOBILE US INC,0.011612,2242553518.800000,872590104,US8725901040,BBG000NDV1D4,B94Q9V0,16262172.000000
2021-08-30,2021-08-30,QQQ,TSLA,Tesla  Inc.,0.038671,7468314125.300000,88160R101,US88160R1014,BBG000N9MNX3,B616C79,10217830.000000
2021-08-30,2021-08-30,QQQ,TXN,TEXAS INSTRUMENTS INC,0.011940,2305789281.540000,882508104,US8825081040,BBG000BVV7G1,2885409,12045078.000000
2021-08-30,2021-08-30,QQQ,VRSK,VERISK ANALYTICS INC,0.002198,424464380.060000,92345Y106,US92345Y1064,BBG000BCZL41,B4P9W92,2114077.000000
2021-08-30,2021-08-30,QQQ,VRSN,VERISIGN INC,0.001644,317490198.300000,92343E102,US92343E1029,BBG000BGKHZ3,2142922,1468842.000000
2021-08-30,2021-08-30,QQQ,VRTX,VERTEX PHARMACEUTICALS INC,0.003488,673528311.990000,92532F100,US92532F1003,BBG000C1S2X2,2931034,3376251.000000
2021-08-30,2021-08-30,QQQ,WBA,WALGREENS BOOTS ALLIANCE INC,0.002839,548248930.290000,931427108,US9314271084,BBG000BWLMJ4,BTN1Y44,11273883.000000
2021-08-30,2021-08-30,QQQ,WDAY,WORKDAY INC-CLASS A,0.003464,668939261.650000,98138H101,US98138H1014,BBG000VC0T95,B8K6ZD1,2465045.000000
2021-08-30,2021-08-30,QQQ,XEL,XCEL ENERGY INC,0.002509,484561124.190000,98389B100,US98389B1008,BBG000BCTQ65,2614807,7019573.000000
2021-08-30,2021-08-30,QQQ,XLNX,XILINX INC,0.002575,497213811.810000,983919101,US9839191015,BBG000C0F570,2985677,3206383.000000
2021-08-30,2021-08-30,QQQ,ZM,ZOOM VIDEO COMMUNICATIONS-A,0.005545,1070861907.500000,98980L101,US98980L1017,BBG0042V6JM8,BGSP7M9,3081617.000000
